team,player,pos,xg90,xsot90,goals,xg,minutes,is_placeholder_stats
Hull City,Dillon Phillips,GK,0.305,0.835,8.0,7.8,2600.0,True
Hull City,Harvey Cartwright,GK,0.305,0.835,8.0,7.8,2600.0,True
Tottenham Hotspur,Mathys Tel,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Hull City,Konstantinos Tzolakis,GK,0.305,0.835,8.0,7.8,2600.0,True
Hull City,Matt Targett,DF,0.09,0.25,3.0,2.8,2800.0,True
Hull City,Paddy McNair,DF,0.09,0.25,3.0,2.8,2800.0,True
Hull City,John Egan,DF,0.09,0.25,3.0,2.8,2800.0,True
Hull City,Lewie Coyle,DF,0.09,0.25,3.0,2.8,2800.0,True
Hull City,Semi Ajayi,DF,0.09,0.25,3.0,2.8,2800.0,True
Hull City,Ryan John Giles,DF,0.09,0.25,3.0,2.8,2800.0,True
Hull City,Cody Drameh,DF,0.09,0.25,3.0,2.8,2800.0,True
Hull City,Thimothee Lo-Tutala,GK,0.305,0.835,8.0,7.8,2600.0,True
Tottenham Hotspur,Dane Scarlett,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Tottenham Hotspur,Mohammed Kudus,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Tottenham Hotspur,Manor Solomon,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Tottenham Hotspur,Mickey van de Ven,DF,0.09,0.25,3.0,2.8,2800.0,True
Tottenham Hotspur,Destiny Udogie,DF,0.09,0.25,3.0,2.8,2800.0,True
Tottenham Hotspur,Ashley Phillips,DF,0.09,0.25,3.0,2.8,2800.0,True
Tottenham Hotspur,Kota Takai,DF,0.09,0.25,3.0,2.8,2800.0,True
Tottenham Hotspur,Souza,DF,0.09,0.25,3.0,2.8,2800.0,True
Tottenham Hotspur,Rodrigo Bentancur,MF,0.21,0.6,6.0,5.2,2600.0,True
Tottenham Hotspur,Sandro Tonali,MF,0.21,0.6,6.0,5.2,2600.0,True
Tottenham Hotspur,Conor Gallagher,MF,0.21,0.6,6.0,5.2,2600.0,True
Tottenham Hotspur,Xavi Simons,MF,0.21,0.6,6.0,5.2,2600.0,True
Tottenham Hotspur,Pape Sarr,MF,0.21,0.6,6.0,5.2,2600.0,True
Tottenham Hotspur,Archie Gray,MF,0.21,0.6,6.0,5.2,2600.0,True
Tottenham Hotspur,Mateus Fernandes,MF,0.21,0.6,6.0,5.2,2600.0,True
Tottenham Hotspur,Lucas Bergvall,MF,0.21,0.6,6.0,5.2,2600.0,True
Tottenham Hotspur,Dominic Solanke,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Hull City,Matty Jacob,DF,0.09,0.25,3.0,2.8,2800.0,True
Hull City,Charlie Hughes,DF,0.09,0.25,3.0,2.8,2800.0,True
Hull City,Nobel Mendy,DF,0.09,0.25,3.0,2.8,2800.0,True
Hull City,Lucas Herrington,DF,0.09,0.25,3.0,2.8,2800.0,True
Crystal Palace,Nathaniel Clyne,DF,0.09,0.25,3.0,2.8,2800.0,True
Leeds United,Nico Elvedi,DF,0.09,0.25,3.0,2.8,2800.0,True
Leeds United,Jayden Bogle,DF,0.09,0.25,3.0,2.8,2800.0,True
Leeds United,James Justin,DF,0.09,0.25,3.0,2.8,2800.0,True
Leeds United,Joe Rodon,DF,0.09,0.25,3.0,2.8,2800.0,True
Leeds United,Maximilian Wöber,DF,0.09,0.25,3.0,2.8,2800.0,True
Leeds United,Sam Byram,DF,0.09,0.25,3.0,2.8,2800.0,True
Leeds United,Sebastiaan Bornauw,DF,0.09,0.25,3.0,2.8,2800.0,True
Leeds United,Gabriel Gudmundsson,DF,0.09,0.25,3.0,2.8,2800.0,True
Leeds United,Jaka Bijol,DF,0.09,0.25,3.0,2.8,2800.0,True
Leeds United,Isaac Schmidt,DF,0.09,0.25,3.0,2.8,2800.0,True
Leeds United,Tarik Muharemović,DF,0.09,0.25,3.0,2.8,2800.0,True
Leeds United,Sean Longstaff,MF,0.21,0.6,6.0,5.2,2600.0,True
Leeds United,Ethan Ampadu,MF,0.21,0.6,6.0,5.2,2600.0,True
Leeds United,Ao Tanaka,MF,0.21,0.6,6.0,5.2,2600.0,True
Leeds United,Anton Stach,MF,0.21,0.6,6.0,5.2,2600.0,True
Leeds United,Ilia Gruev,MF,0.21,0.6,6.0,5.2,2600.0,True
Leeds United,Alex Cairns,GK,0.305,0.835,8.0,7.8,2600.0,True
Leeds United,Charlie Crewe,MF,0.21,0.6,6.0,5.2,2600.0,True
Leeds United,Lucas Perri,GK,0.305,0.835,8.0,7.8,2600.0,True
Hull City,Abu Kamara,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Hull City,Regan Slater,MF,0.21,0.6,6.0,5.2,2600.0,True
Hull City,Matty Crooks,MF,0.21,0.6,6.0,5.2,2600.0,True
Hull City,Kieran Dowell,MF,0.21,0.6,6.0,5.2,2600.0,True
Hull City,Abdülkadir Ömür,MF,0.21,0.6,6.0,5.2,2600.0,True
Hull City,Hidemasa Morita,MF,0.21,0.6,6.0,5.2,2600.0,True
Hull City,Eliot Matazo,MF,0.21,0.6,6.0,5.2,2600.0,True
Hull City,Lucas Gourna-Douath,MF,0.21,0.6,6.0,5.2,2600.0,True
Hull City,Darko Gyabi,MF,0.21,0.6,6.0,5.2,2600.0,True
Hull City,Elliot Stroud,MF,0.21,0.6,6.0,5.2,2600.0,True
Hull City,Jens Hjertö-Dahl,MF,0.21,0.6,6.0,5.2,2600.0,True
Hull City,Óscar Zambrano,MF,0.21,0.6,6.0,5.2,2600.0,True
Hull City,Oliver McBurnie,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Hull City,Joe Gelhardt,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Hull City,Liam Millar,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Hull City,Enis Destan,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Hull City,David Akintola,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Hull City,Mason Burstow,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Hull City,Mohamed Belloumi,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Crystal Palace,Takehiro Tomiyasu,DF,0.09,0.25,3.0,2.8,2800.0,True
Crystal Palace,Jean-Philippe Mateta,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Crystal Palace,Daniel Muñoz,DF,0.09,0.25,3.0,2.8,2800.0,True
AFC Bournemouth,Adam Smith,DF,0.09,0.25,3.0,2.8,2800.0,True
AFC Bournemouth,Max Aarons,DF,0.09,0.25,3.0,2.8,2800.0,True
AFC Bournemouth,James Hill,DF,0.09,0.25,3.0,2.8,2800.0,True
AFC Bournemouth,Bafodé Diakité,DF,0.09,0.25,3.0,2.8,2800.0,True
AFC Bournemouth,Julian Araujo,DF,0.09,0.25,3.0,2.8,2800.0,True
AFC Bournemouth,Adrien Truffert,DF,0.09,0.25,3.0,2.8,2800.0,True
AFC Bournemouth,Juanlu,DF,0.09,0.25,3.0,2.8,2800.0,True
AFC Bournemouth,Will Dennis,GK,0.305,0.835,8.0,7.8,2600.0,True
AFC Bournemouth,Julio Soler,DF,0.09,0.25,3.0,2.8,2800.0,True
AFC Bournemouth,Matai Akinmboni,DF,0.09,0.25,3.0,2.8,2800.0,True
AFC Bournemouth,Veljko Milosavljević,DF,0.09,0.25,3.0,2.8,2800.0,True
AFC Bournemouth,Lewis Cook,MF,0.21,0.6,6.0,5.2,2600.0,True
AFC Bournemouth,Marcus Tavernier,MF,0.21,0.6,6.0,5.2,2600.0,True
AFC Bournemouth,Justin Kluivert,MF,0.21,0.6,6.0,5.2,2600.0,True
AFC Bournemouth,Ryan Christie,MF,0.21,0.6,6.0,5.2,2600.0,True
AFC Bournemouth,Tyler Adams,MF,0.21,0.6,6.0,5.2,2600.0,True
AFC Bournemouth,Antonio Silva,DF,0.09,0.25,3.0,2.8,2800.0,True
AFC Bournemouth,Đorđe Petrović,GK,0.305,0.835,8.0,7.8,2600.0,True
AFC Bournemouth,Fraser Forster,GK,0.305,0.835,8.0,7.8,2600.0,True
Brentford,Kaye Furo,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brentford,Jordan Henderson,MF,0.21,0.6,6.0,5.2,2600.0,True
Brentford,Josh Dasilva,MF,0.21,0.6,6.0,5.2,2600.0,True
Brentford,Vitaly Janelt,MF,0.21,0.6,6.0,5.2,2600.0,True
Brentford,Mathias Jensen,MF,0.21,0.6,6.0,5.2,2600.0,True
Brentford,Mikkel Damsgaard,MF,0.21,0.6,6.0,5.2,2600.0,True
Brentford,Keane Lewis-Potter,MF,0.21,0.6,6.0,5.2,2600.0,True
Brentford,Mamadou Sangare,MF,0.21,0.6,6.0,5.2,2600.0,True
Brentford,Fabio Carvalho,MF,0.21,0.6,6.0,5.2,2600.0,True
Brentford,Antoni Milambo,MF,0.21,0.6,6.0,5.2,2600.0,True
Brentford,Yegor Yarmolyuk,MF,0.21,0.6,6.0,5.2,2600.0,True
Brentford,Yunus Konak,MF,0.21,0.6,6.0,5.2,2600.0,True
Brentford,Callum Wilson,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brentford,Kevin Schade,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brentford,Thiago,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brentford,Jaidon Anthony,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brentford,Dango Ouattara,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brentford,Gustavo Gomes,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
AFC Bournemouth,Alex Scott,MF,0.21,0.6,6.0,5.2,2600.0,True
AFC Bournemouth,Alex Toth,MF,0.21,0.6,6.0,5.2,2600.0,True
AFC Bournemouth,Ben Winterburn,MF,0.21,0.6,6.0,5.2,2600.0,True
AFC Bournemouth,David Brooks,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Coventry City,Ephron Mason-Clark,MF,0.21,0.6,6.0,5.2,2600.0,True
Coventry City,Matt Grimes,MF,0.21,0.6,6.0,5.2,2600.0,True
Coventry City,Gustavo Hamer,MF,0.21,0.6,6.0,5.2,2600.0,True
Coventry City,Victor Torp,MF,0.21,0.6,6.0,5.2,2600.0,True
Coventry City,Frank Onyeka,MF,0.21,0.6,6.0,5.2,2600.0,True
Coventry City,Josh Eccles,MF,0.21,0.6,6.0,5.2,2600.0,True
Coventry City,Jack Rudoni,MF,0.21,0.6,6.0,5.2,2600.0,True
Coventry City,Kai Andrews,MF,0.21,0.6,6.0,5.2,2600.0,True
Coventry City,Caleb Yirenkyi,MF,0.21,0.6,6.0,5.2,2600.0,True
Coventry City,Brandon Thomas-Asante,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Coventry City,Taiwo Awoniyi,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Coventry City,Haji Wright,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Coventry City,Tatsuhiro Sakamoto,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Coventry City,Raphael Borges Rodrigues,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Coventry City,Ellis Simms,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Coventry City,Loum Tchaouna,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Coventry City,Norman Bassette,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Coventry City,Miguel Angel Brau,DF,0.09,0.25,3.0,2.8,2800.0,True
Brentford,Benjamin Arthur,DF,0.09,0.25,3.0,2.8,2800.0,True
Coventry City,Kaine Kesler,DF,0.09,0.25,3.0,2.8,2800.0,True
Coventry City,Bobby Thomas,DF,0.09,0.25,3.0,2.8,2800.0,True
AFC Bournemouth,Enes Ünal,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
AFC Bournemouth,Evanilson,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
AFC Bournemouth,Amine Adli,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
AFC Bournemouth,Daniel Jebbison,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
AFC Bournemouth,Ben Doak,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
AFC Bournemouth,Alvaro Rodriguez,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
AFC Bournemouth,Rayan,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
AFC Bournemouth,Eli Kroupi,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Coventry City,Ben Wilson,GK,0.305,0.835,8.0,7.8,2600.0,True
Coventry City,Oliver Dovin,GK,0.305,0.835,8.0,7.8,2600.0,True
Coventry City,Carl Rushworth,GK,0.305,0.835,8.0,7.8,2600.0,True
Coventry City,Jake Bidwell,DF,0.09,0.25,3.0,2.8,2800.0,True
Coventry City,Luke Woolfenden,DF,0.09,0.25,3.0,2.8,2800.0,True
Coventry City,Jay Dasilva,DF,0.09,0.25,3.0,2.8,2800.0,True
Coventry City,Liam Kitching,DF,0.09,0.25,3.0,2.8,2800.0,True
Coventry City,Milan van Ewijk,DF,0.09,0.25,3.0,2.8,2800.0,True
Coventry City,Joel Latibeaudiere,DF,0.09,0.25,3.0,2.8,2800.0,True
Coventry City,Aurele Amenda,DF,0.09,0.25,3.0,2.8,2800.0,True
Crystal Palace,Borna Sosa,DF,0.09,0.25,3.0,2.8,2800.0,True
Brentford,Benjamin Fredrick,DF,0.09,0.25,3.0,2.8,2800.0,True
Brentford,Ji-soo Kim,DF,0.09,0.25,3.0,2.8,2800.0,True
Crystal Palace,Evann Guessand,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Crystal Palace,Yeremi Pino,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Crystal Palace,Matheus Franca,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Crystal Palace,Jesurun Rak-Sakyi,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Crystal Palace,Romain Esse,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Crystal Palace,Jørgen Strand Larsen,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Crystal Palace,Zavier Gozo,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Crystal Palace,Brennan Johnson,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Brighton & Hove Albion,Jason Steele,GK,0.305,0.835,8.0,7.8,2600.0,True
Brighton & Hove Albion,Thomas McGill,GK,0.305,0.835,8.0,7.8,2600.0,True
Brighton & Hove Albion,Carl Rushworth,GK,0.305,0.835,8.0,7.8,2600.0,True
Brighton & Hove Albion,James Beadle,GK,0.305,0.835,8.0,7.8,2600.0,True
Brighton & Hove Albion,Olivier Boscagli,DF,0.09,0.25,3.0,2.8,2800.0,True
Brighton & Hove Albion,Pascal Struijk,DF,0.09,0.25,3.0,2.8,2800.0,True
Brighton & Hove Albion,Lewis Dunk,DF,0.09,0.25,3.0,2.8,2800.0,True
Brighton & Hove Albion,Ferdi Kadıoğlu,DF,0.09,0.25,3.0,2.8,2800.0,True
Brighton & Hove Albion,Bart Verbruggen,GK,0.305,0.835,8.0,7.8,2600.0,True
Crystal Palace,Dwight McNeil,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Crystal Palace,Eddie Nketiah,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Crystal Palace,Ismaïla Sarr,FW,0.415,1.06,11.0,10.649999999999999,2560.0,True
Crystal Palace,Maxence Lacroix,DF,0.09,0.25,3.0,2.8,2800.0,True
Crystal Palace,Chris Richards,DF,0.09,0.25,3.0,2.8,2800.0,True
Crystal Palace,Tyrick Mitchell,DF,0.09,0.25,3.0,2.8,2800.0,True
Crystal Palace,Óscar Mingueza,DF,0.09,0.25,3.0,2.8,2800.0,True
Crystal Palace,Chadi Riad,DF,0.09,0.25,3.0,2.8,2800.0,True
Crystal Palace,Anan Khalaili,DF,0.09,0.25,3.0,2.8,2800.0,True
Crystal Palace,Jaydee Canvot,DF,0.09,0.25,3.0,2.8,2800.0,True
Crystal Palace,Caleb Kporha,DF,0.09,0.25,3.0,2.8,2800.0,True
Crystal Palace,Rio Cardines,DF,0.09,0.25,3.0,2.8,2800.0,True
Crystal Palace,Jefferson Lerma,MF,0.21,0.6,6.0,5.2,2600.0,True
Crystal Palace,Daichi Kamada,MF,0.21,0.6,6.0,5.2,2600.0,True
Crystal Palace,Will Hughes,MF,0.21,0.6,6.0,5.2,2600.0,True
Crystal Palace,Cheick Doucouré,MF,0.21,0.6,6.0,5.2,2600.0,True
Crystal Palace,Justin Devenny,MF,0.21,0.6,6.0,5.2,2600.0,True
Crystal Palace,David Ozoh,MF,0.21,0.6,6.0,5.2,2600.0,True
Crystal Palace,Adam Wharton,MF,0.21,0.6,6.0,5.2,2600.0,True
